i,j
13003,13019
13069,13019
19035,19167
19119,19167
19141,19167
19143,19167
17157,17133
29189,17133
17163,17133
38057,38025
38061,38025
38055,38025
13093,13081
13315,13081
17077,17181
17087,17181
17199,17181
12127,12009
47119,47081
47043,47081
47187,47081
38029,46021
46089,46021
38051,46021
19161,19035
19141,19035
19021,19035
19041,19035
12127,12107
12019,12107
12035,12107
12109,12107
29113,29183
29189,29183
17013,29183
17083,29183
17119,29183
21157,21035
47161,21035
21221,21035
19021,19161
19025,19161
19151,19161
17077,17157
17163,17157
17145,17157
17189,17157
13065,12003
12019,12003
13299,12003
13049,12003
12031,12003
12089,12003
29163,29113
17013,29113
17127,21145
21157,21145
21139,21145
19007,19117
19181,19117
19135,19117
19125,19117
13193,13269
13293,13269
13079,13269
13225,13269
29163,29173
29127,29173
17149,29173
17163,29189
17119,29189
01049,01019
13233,01019
13115,01019
13055,01019
46079,46099
19119,46099
27133,46099
46101,46099
27117,46099
13077,13199
13293,13199
13231,13199
13255,13199
13093,13193
13079,13193
13225,13193
13153,13193
29111,29103
29199,29103
29045,29103
13315,13093
13235,13093
13153,13093
29197,19007
19135,19007
19051,19007
19179,19007
12035,12127
38029,38059
38057,38059
38065,38059
38015,38059
29199,29197
19051,29197
17013,29163
17149,29163
19181,19049
19073,19049
19153,19049
19015,19049
13003,13065
13299,13065
17145,17077
17199,17077
17055,17077
47117,47119
47187,47119
46089,46045
46013,46045
19153,19181
19125,19181
13143,13045
13077,13045
13097,13045
13223,13045
13121,13045
13017,13155
13069,13155
47117,47103
47127,47103
47003,47103
47051,47103
38105,30091
38023,30091
12109,12019
12031,12019
17087,17127
21139,17127
17151,17127
46077,46079
46101,46079
46011,46079
29111,29127
17149,29127
17001,29127
19141,19119
27133,19119
19143,19119
27105,19119
21139,21157
21221,21157
21143,21157
47161,47083
47043,47083
47125,47083
13233,13143
13223,13143
19025,19073
19015,19073
19187,19073
13113,13077
13255,13077
13121,13077
46025,46115
46013,46115
46037,46115
46025,46077
46011,46077
46057,46077
01071,01049
13055,01049
13083,01049
13295,01049
17199,17087
17151,17087
17165,17087
13299,13003
13069,13003
21221,47161
47125,47161
21047,47161
13231,13293
13079,13293
13171,13293
13207,13293
47187,47117
47003,47117
47149,47117
13017,13315
13235,13315
13091,13315
13271,13315
17189,17163
17119,17163
17027,17163
19021,19141
19143,19141
19041,19141
19059,19141
12109,12035
19025,19021
19041,19021
19151,19021
19147,19021
38051,38029
38015,38029
38047,38029
38043,38029
19151,19025
19187,19025
17083,17013
17149,17013
17061,17013
47051,01071
13083,01071
47115,01071
13171,13231
13255,13231
47187,47043
47125,47043
47021,47043
29045,29111
17001,29111
17067,29111
38065,38057
38055,38057
19051,19135
19125,19135
19179,19135
19123,19135
13069,13017
13271,13017
19051,29199
29045,29199
19177,29199
13115,13233
13223,13233
13015,13233
13225,13079
13153,13079
13207,13079
13021,13079
17189,17145
17055,17145
17081,17145
38023,38105
38061,38105
38013,38105
46101,27133
27117,27133
27105,27133
27101,27133
13153,13225
17151,17199
17055,17199
17165,17199
17151,21139
21143,21139
21055,21139
17069,21139
19179,19051
19177,19051
19101,19051
19125,19153
19015,19153
19099,19153
19169,19153
46011,46101
27117,46101
27081,46101
47003,47127
47051,47127
47031,47127
13153,13235
13091,13235
13023,13235
19123,19125
19099,19125
38015,38065
38055,38065
17165,17151
17069,17151
13021,13153
13023,13153
13289,13153
13069,13299
13049,13299
13229,13299
13005,13299
13025,13299
13271,13069
13161,13069
13005,13069
38051,46089
46013,46089
38021,46089
17119,17083
17061,17083
17117,17083
21143,21221
21033,21221
21047,21221
21055,21143
21033,21143
13223,13097
13121,13097
13067,13097
19187,19015
19169,19015
19079,19015
13255,13113
13063,13113
13121,13113
47021,47187
47037,47187
47149,47187
12089,13049
13025,13049
13039,13049
12031,12109
13255,13171
13207,13171
13035,13171
46057,46025
46029,46025
46037,46025
47031,47003
47149,47003
47031,47051
47115,47051
47061,47051
19041,19143
27105,19143
19059,19143
27063,19143
13063,13255
13151,13255
13035,13255
17001,17149
17061,17149
17171,17149
17009,17149
17137,17149
13055,13115
13015,13115
13295,13115
13129,13115
17027,17189
17081,17189
17121,17189
13067,13223
13015,13223
19151,19041
19059,19041
19147,19041
19063,19041
19187,19151
19147,19151
19091,19151
19109,19151
17027,17119
17117,17119
17005,17119
17135,17119
47021,47125
21047,47125
47147,47125
21219,47125
12089,12031
19177,29045
19111,29045
17067,29045
13295,13055
47037,47021
47147,47021
17009,17001
17067,17001
17169,17001
38047,38051
38021,38051
38045,38051
17165,17055
17081,17055
17065,17055
13271,13091
13023,13091
13309,13091
13175,13091
13021,13207
13035,13207
13169,13207
13159,13207
13121,13063
13151,13063
13089,13063
13161,13271
13309,13271
19177,19179
19123,19179
19101,19179
19107,19179
19079,19187
19091,19187
19197,19187
27117,46011
46057,46011
27081,46011
46039,46011
17171,17061
17117,17061
17137,17061
13289,13021
13169,13021
13039,12089
27101,27117
27081,27117
27083,27117
46029,46057
46039,46057
13289,13023
13175,13023
13319,13023
27101,27105
27063,27105
27033,27105
17069,17165
17059,17165
17065,17165
17069,21055
21033,21055
21225,21055
21233,21055
17059,17069
21225,17069
21047,21033
21107,21033
21233,21033
19101,19177
19111,19177
19087,19177
19099,19123
19107,19123
19157,19123
17005,17027
17121,17027
17051,17027
13295,13083
47115,13083
47065,13083
19169,19099
19127,19099
19157,19099
19171,19099
13067,13121
13089,13121
13057,13121
13135,13121
13117,13121
13035,13151
13089,13151
13247,13151
13217,13151
47149,47037
47147,47037
47189,47037
47165,47037
19079,19169
19127,19169
19083,19169
46037,46013
38021,46013
46091,46013
38081,46013
13169,13289
13175,13289
13319,13289
38055,38015
38043,38015
38083,38015
47149,47031
47061,47031
47015,47031
47177,47031
13015,13067
13057,13067
21219,21047
21107,21047
21177,21047
38013,38023
47015,47149
47189,47149
19147,19059
27063,19059
19063,19059
13159,13035
13217,13035
13005,13161
13309,13161
13001,13161
13209,13161
13279,13161
13129,13015
13057,13015
13227,13015
13129,13295
13047,13295
13313,13295
47065,13295
17137,17171
13005,13229
13025,13229
13001,13229
13305,13229
13001,13005
38055,38061
38013,38061
38101,38061
17065,17081
17121,17081
17191,17081
38101,38055
38083,38055
38049,38055
19091,19147
19063,19147
19109,19147
47061,47115
47153,47115
47065,47115
38043,38047
38045,38047
38093,38047
17137,17009
17169,17009
17017,17009
17137,17117
17135,17117
17167,17117
19197,19079
19083,19079
19069,19079
13039,13025
13305,13025
13127,13025
19107,19101
19087,19101
19183,19101
19197,19091
19109,19091
19081,19091
46037,46029
46039,46029
46051,46029
13159,13169
13319,13169
13009,13169
13237,13169
13175,13309
13209,13309
13283,13309
17065,17059
21225,17059
17193,17059
18129,17059
13247,13089
13135,13089
17135,17005
17051,17005
17067,19111
19087,19111
19057,19111
17071,19111
17193,17065
17191,17065
17169,17067
17109,17067
17071,17067
21219,47147
21141,47147
47165,47147
21213,47147
27083,27101
27033,27101
27127,27101
13057,13129
13313,13129
13227,13129
13213,13129
13123,13129
47177,47061
47153,47061
21141,21219
21177,21219
13319,13175
13283,13175
13167,13175
13107,13175
13127,13039
46039,27081
27083,27081
27173,27081
13217,13247
13135,13247
13297,13247
46051,46037
46091,46037
46109,46037
13217,13159
13237,13159
13211,13159
13305,13001
13279,13001
13267,13001
47189,47015
47177,47015
47041,47015
19157,19107
19183,19107
19095,19107
46051,46039
27173,46039
27073,46039
21233,21225
18129,21225
21101,21225
13313,13047
47065,13047
19063,27063
27033,27063
27091,27063
27165,27063
13297,13217
13211,13217
17017,17137
17167,17137
13009,13319
13167,13319
13303,13319
21233,21107
21177,21107
21149,21107
19157,19127
19083,19127
19171,19127
19075,19127
13227,13057
13117,13057
13085,13057
19095,19157
19171,19157
19011,19157
19109,19063
27091,19063
47065,13313
13213,13313
47011,13313
47165,47189
47041,47189
47169,47189
47159,47189
17191,17121
17051,17121
17025,17121
21101,21233
21149,21233
17017,17169
17109,17169
17057,17169
17125,17169
38045,38021
38081,38021
38073,38021
13279,13209
13283,13209
38083,38043
38093,38043
38103,38043
47153,47177
47041,47177
47175,47177
47185,47177
19083,19197
19109,19197
19081,19197
19069,19197
19033,19197
19183,19087
19057,19087
19115,19087
17051,17135
17167,17135
17021,17135
17173,17135
13237,13009
13303,13009
13141,13009
19069,19083
19075,19083
19023,19083
47065,47153
47175,47153
47007,47153
47011,47065
47007,47065
47143,47065
47121,47065
13127,13305
13267,13305
13183,13305
13191,13305
17191,17193
18129,17193
17047,17193
17185,17193
18051,17193
21177,21141
21213,21141
21031,21141
21227,21141
13123,13227
13085,13227
21213,47165
47169,47165
47111,47165
21003,47165
13297,13135
13117,13135
13013,13135
13139,13135
13157,13135
17167,17017
17129,17017
17125,17017
27173,27083
27127,27083
19081,19109
27091,19109
19189,19109
27043,19109
38101,38013
38075,38013
13283,13279
13267,13279
13107,13279
13043,13279
13167,13283
13107,13283
38075,38101
38049,38101
13211,13237
13141,13237
13133,13237
13123,13213
47011,13213
13111,13213
47139,13213
17025,17191
17047,17191
17159,17191
21149,21177
21031,21177
21183,21177
13191,13127
27127,27033
27165,27033
27015,27033
17025,17051
17049,17051
17173,17051
19095,19183
19115,19183
19103,19183
17071,17109
17057,17109
17187,17109
13211,13297
13013,13297
13219,13297
47159,47041
47185,47041
47141,47041
27073,46051
46109,46051
27011,46051
46109,46091
38081,46091
38077,46091
13085,13117
13139,13117
21003,21213
21227,21213
17071,19057
19115,19057
17131,19057
38103,38083
38049,38083
38069,38083
21101,18129
18163,18129
18051,18129
13219,13211
13133,13211
19171,19095
19103,19095
19011,19095
19113,19095
47159,47169
47111,47169
19075,19171
19011,19171
19013,19171
13303,13167
13107,13167
13163,13167
47007,47175
47185,47175
47035,47175
21149,21101
18163,21101
21059,21101
18173,21101
38093,38045
38073,38045
38003,38045
13085,13123
13111,13123
13183,13267
13107,13267
13109,13267
13043,13267
13179,13267
17187,17071
17131,17071
19069,19081
19189,19081
19033,19081
19195,19081
27165,27091
27043,27091
27013,27091
21183,21149
21059,21149
47111,47159
47141,47159
47087,47159
47139,47011
47121,47011
47107,47011
19075,19069
19033,19069
19023,19069
19067,19069
17021,17167
17129,17167
17107,17167
17115,17167
13139,13085
13111,13085
13187,13085
13191,13183
13179,13183
13141,13303
13125,13303
13163,13303
27073,27173
27127,27173
27023,27173
27129,27173
19023,19075
19013,19075
13219,13013
13139,13013
13157,13013
13059,13013
17049,17025
17159,17025
17079,17025
47143,47007
47035,47007
13133,13141
13125,13141
13265,13141
13301,13141
19103,19115
19139,19115
17131,19115
17161,19115
27011,27073
27023,27073
27151,27073
17185,17047
17159,17047
17173,17021
17115,17021
47141,47185
47035,47185
18051,18163
18173,18163
17125,17129
17107,17129
13133,13219
13157,13219
13059,13219
13221,13219
27015,27127
27129,27127
13179,13191
38103,38093
38031,38093
38003,38093
38039,38093
38081,46109
27011,46109
27155,46109
38077,46109
21227,21031
21183,21031
21061,21031
21085,21031
21003,47111
47087,47111
47027,47111
21171,47111
13043,13107
13163,13107
13031,13107
13165,13107
13033,13107
38073,38081
38077,38081
13265,13133
13221,13133
21227,21003
21171,21003
21009,21003
27015,27165
27013,27165
13043,13109
13179,13109
13029,13109
13031,13109
17125,17057
17187,17057
17095,17057
17179,17057
17143,17057
13187,13139
13157,13139
13011,13139
13311,13139
13137,13139
21061,21227
21009,21227
38049,38075
38009,38075
17173,17049
17079,17049
17035,17049
47139,13111
13187,13111
13291,13111
37039,13111
47107,47139
37039,47139
47123,47139
17107,17125
17179,17125
13031,13043
17131,17187
17095,17187
19011,19103
19139,19103
19113,19103
19031,19103
19033,19189
27043,19189
19195,19189
27047,19189
13291,13187
13311,13187
47087,47141
47035,47141
47133,47141
47049,47141
21059,21183
21091,21183
21085,21183
21027,21183
47121,47143
47035,47143
47145,47143
13059,13157
13011,13157
13195,13157
19013,19011
19113,19011
19019,19011
18173,21059
18147,21059
21091,21059
17159,17185
18051,17185
17101,17185
18083,17185
47027,47087
47133,47087
47107,47121
47145,47121
13221,13059
13195,13059
38031,38103
38069,38103
38027,38103
38005,38103
19023,19033
19195,19033
19067,19033
19131,19033
17079,17159
17101,17159
17033,17159
13029,13179
13051,13179
27155,27011
27151,27011
27149,27011
19013,19023
19067,19023
19017,19023
19037,19023
17115,17173
17035,17173
17139,17173
17029,17173
38069,38049
38009,38049
27013,27015
27129,27015
27103,27015
27013,27043
27047,27043
27161,27043
18173,18051
18125,18051
18083,18051
13163,13125
13301,13125
47123,47107
47145,47107
47105,47107
19031,19139
17161,19139
19163,19139
13301,13265
13221,13265
13317,13265
13301,13163
13189,13163
13033,13163
13245,13163
19017,19013
19019,19013
19065,19013
18147,18173
18125,18173
18037,18173
17095,17131
17161,17131
17073,17131
13311,13291
37039,13291
13281,13291
37043,13291
13317,13301
13189,13301
38003,38073
38077,38073
38017,38073
13195,13221
13317,13221
13105,13221
13031,13029
13051,13029
13103,13029
13195,13011
13137,13011
13119,13011
13257,13011
17035,17079
17033,17079
17023,17079
13165,13031
13103,13031
13251,13031
27129,27023
27151,27023
27067,27023
47145,47035
47049,47035
47129,47035
13137,13311
13281,13311
17115,17107
17179,17107
17039,17107
17113,17107
21171,47027
47133,47027
21057,47027
47137,47027
21053,47027
21009,21171
21169,21171
21057,21171
21009,21061
21085,21061
21099,21061
21091,18147
18123,18147
18037,18147
27047,19195
19131,19195
27099,19195
21169,21009
21099,21009
13119,13195
13105,13195
13147,13195
19031,19113
19019,19113
19105,19113
19055,19113
18083,17101
17033,17101
17143,17095
17073,17095
17175,17095
47049,47133
47137,47133
27149,27155
38077,27155
27051,27155
27167,27155
21027,21091
18123,21091
19017,19067
19131,19067
19037,19067
19089,19067
17139,17115
17039,17115
17147,17115
27103,27013
27161,27013
27079,27013
13033,13165
13251,13165
27103,27129
27143,27129
27067,27129
27085,27129
27093,27129
47123,37039
37043,37039
37075,37039
37113,37039
21027,21085
21099,21085
21093,21085
27149,27151
27067,27151
27121,27151
19163,19031
19105,19031
19045,19031
17029,17035
17023,17035
38027,38031
38039,38031
38039,38003
38017,38003
38091,38003
17029,17139
17147,17139
17041,17139
19019,19017
19037,19017
19065,19017
13189,13317
13105,13317
13181,13317
13281,13137
13257,13137
13241,13137
45073,13137
13073,13189
13245,13189
13181,13189
18083,18125
18037,18125
18027,18125
47105,47123
37075,47123
47009,47123
37043,13281
13241,13281
38009,38069
38005,38069
38079,38069
38095,38069
27051,27149
27121,27149
27041,27149
17143,17179
17203,17179
17113,17179
13257,13119
13147,13119
45073,13119
27167,38077
38017,38077
27027,38077
19055,19019
19065,19019
19043,19019
38079,38009
13103,13051
45053,13051
27161,27047
27147,27047
27099,27047
27143,27103
27079,27103
13251,13033
13245,13033
45005,13033
45011,13033
45003,13033
19163,17161
17073,17161
19045,17161
17195,17161
17175,17143
17203,17143
17123,17143
17033,18083
18027,18083
18153,18083
18055,18083
17023,17033
18153,17033
47105,47145
47129,47145
47001,47145
47093,47145
18123,21027
21093,21027
21163,21027
45073,13257
21057,21169
21099,21169
21087,21169
21001,21169
13241,37043
37113,37043
13251,13103
45053,13103
45049,13103
21053,21057
21001,21057
21207,21057
19037,19131
27099,19131
19089,19131
13147,13105
13181,13105
45065,13105
45001,13105
45007,13105
17023,17029
17041,17029
17045,17029
45005,13251
45049,13251
21087,21099
21093,21099
21123,21099
38005,38027
38039,38027
38063,38027
47009,47105
47093,47105
47137,47049
47129,47049
47151,47049
19045,19163
27079,27161
27147,27161
27131,27161
17147,17039
17113,17039
18037,18123
21163,18123
18025,18123
21053,47137
47151,47137
21231,47137
19065,19037
19089,19037
19191,19037
38063,38005
38071,38005
38095,38005
13245,13073
13181,13073
45065,13073
45037,13073
45073,13147
45007,13147
47001,47129
47151,47129
45037,13245
45003,13245
45065,13181
19055,19105
19045,19105
19097,19105
19061,19105
18027,18037
18025,18037
18101,18037
18117,18037
27079,27143
27085,27143
27019,27143
27139,27143
27121,27067
27093,27067
27145,27067
45073,13241
37113,13241
37099,13241
37113,37075
47009,37075
37173,37075
21207,21053
21231,21053
17175,17073
17011,17073
17195,17073
17041,17147
17113,17147
17019,17147
27121,27051
27167,27051
27041,27051
27111,27051
17123,17175
17011,17175
18153,17023
17045,17023
18167,17023
38091,38039
38063,38039
18101,18027
18055,18027
17045,17041
17019,17041
17183,17041
27041,27121
27145,27121
19065,19055
19061,19055
19043,19055
19043,19065
19191,19065
19005,19065
21001,21087
21123,21087
21217,21087
27131,27079
27139,27079
27027,27167
27111,27167
21163,21093
21123,21093
18061,21093
21029,21093
21179,21093
21111,21093
18055,18153
18167,18153
18021,18153
45001,45065
45037,45065
45047,45065
27099,27147
27039,27147
27131,27147
38091,38017
27027,38017
38097,38017
27107,38017
19089,27099
27039,27099
27045,27099
27109,27099
18025,21163
18061,21163
27093,27085
27019,27085
27171,27085
45049,45053
45013,45053
37113,45073
45007,45073
37099,45073
45077,45073
37175,45073
37173,37113
37099,37113
19097,19045
17195,19045
17015,19045
47093,47009
37173,47009
47155,47009
19191,19089
27045,19089
21207,21001
21217,21001
21045,21001
17113,17203
17123,17203
17105,17203
17099,17203
21217,21123
21155,21123
21179,21123
17019,17113
17053,17113
17105,17113
18117,18025
18061,18025
18175,18025
27145,27093
27171,27093
45007,45001
45047,45001
45059,45001
45045,45001
45049,45005
45011,45005
45009,45005
45029,45005
21231,21207
21045,21207
21199,21207
18117,18101
18055,18101
18093,18101
47151,47001
47093,47001
47013,47001
47173,47001
21231,47151
21147,47151
47013,47151
38095,38079
17155,17123
17011,17123
17099,17123
21147,21231
21199,21231
45013,45049
45009,45049
45029,45049
45077,45007
45059,45007
45045,45007
45003,45037
45047,45037
45081,45037
38063,38091
38097,38091
38035,38091
17019,17045
18167,17045
18165,17045
17183,17045
21155,21217
21045,21217
19061,19097
17015,19097
17085,19097
27145,27041
27111,27041
27153,27041
27131,27039
27109,27039
27049,27039
27139,27131
27037,27131
27049,27131
18093,18117
18175,18117
45029,45013
47155,47093
47173,47093
47089,47093
47057,47093
17053,17019
17183,17019
18043,18061
18175,18061
21111,18061
18021,18055
18093,18055
18119,18055
18105,18055
19043,19061
17085,19061
55043,19061
45003,45011
45009,45011
45075,45011
18021,18167
18165,18167
18121,18167
19191,19043
19005,19043
55043,19043
55023,19043
27045,19191
19005,19191
27055,19191
37099,37173
47155,37173
37087,37173
45081,45003
45063,45003
45075,45003
27139,27019
27171,27019
27053,27019
17011,17155
17099,17155
17195,17011
17099,17011
17103,17011
38071,38063
38035,38063
38099,38063
38095,38071
38019,38071
38099,38071
27037,27139
27053,27139
17015,17195
17103,17195
17141,17195
45081,45047
45059,45047
45071,45047
37175,37099
37087,37099
47013,21147
21199,21147
21235,21147
21125,21147
47173,47013
21235,47013
47025,47013
21179,21029
21111,21029
21215,21029
37175,45077
45045,45077
21179,21155
21045,21155
21229,21155
21021,21155
38019,38095
27171,27145
27153,27145
27141,27145
27009,27145
27097,27145
47089,47155
37087,47155
47029,47155
27111,27027
27107,27027
27005,27027
21229,21179
21215,21179
21005,21179
18119,18021
18121,18021
18133,18021
27109,27045
27055,27045
27169,27045
18175,18093
18105,18093
18071,18093
27153,27111
27005,27111
27159,27111
21199,21045
21021,21045
21137,21045
18175,18043
21111,18043
18019,18043
27053,27171
27141,27171
38035,38097
27107,38097
27119,38097
27049,27109
27157,27109
27169,27109
45029,45009
45075,45009
47057,47173
47025,47173
17183,18165
18121,18165
18045,18165
18171,18165
45045,37175
37087,37175
37089,37175
45063,45081
45071,45081
18019,18175
18071,18175
18143,18175
17085,17015
17141,17015
17177,17015
18105,18119
18133,18119
18109,18119
21137,21199
21125,21199
21203,21199
27055,19005
55023,19005
55123,19005
21215,21111
18019,21111
21185,21111
21211,21111
17105,17053
17183,17053
17075,17053
17091,17053
17099,17105
17063,17105
17091,17105
45075,45029
45035,45029
45019,45029
21021,21229
21167,21229
21005,21229
17075,17183
18171,17183
18007,17183
55043,17085
55065,17085
17177,17085
27049,27037
27053,27037
27123,27037
27163,27037
55093,27037
27157,27049
55093,27049
55091,27049
47025,21235
21125,21235
21121,21235
21013,21235
27141,27053
27123,27053
27003,27053
47057,47089
47029,47089
47063,47089
45045,45059
45071,45059
45083,45059
45087,45059
27097,27153
27159,27153
27021,27153
37089,45045
45083,45045
37149,45045
18133,18121
18045,18121
18107,18121
47029,37087
37089,37087
37021,37087
37115,37087
18071,18105
18013,18105
18109,18105
55023,55043
55065,55043
55049,55043
55103,55043
21211,21215
21005,21215
17103,17099
17063,17099
17093,17099
17037,17099
21137,21021
21167,21021
21079,21021
17141,17103
17037,17103
38099,38035
27119,38035
27089,38035
18143,18019
21185,18019
21223,18019
18077,18019
21203,21137
21079,21137
47025,47057
47063,47057
47067,47057
47073,47057
27005,27107
27087,27107
27119,27107
27169,27055
55123,27055
55063,27055
47063,47029
37115,47029
47059,47029
21013,47025
47067,47025
51105,47025
18109,18133
18107,18133
18063,18133
27009,27141
27003,27141
27059,27141
27095,27141
55123,55023
55103,55023
45071,45063
45075,45063
45017,45063
45079,45063
18143,18071
18013,18071
18005,18071
18079,18071
27169,27157
55011,27157
55091,27157
45087,45071
45079,45071
45039,45071
21005,21167
21079,21167
21113,21167
21239,21167
18077,18143
18079,18143
21211,21185
21223,21185
21103,21185
55011,27169
55063,27169
55121,27169
27159,27005
27087,27005
27057,27005
27029,27005
27003,27123
27163,27123
38099,38019
38067,38019
45035,45075
45017,45075
45015,45075
45027,45075
37021,37089
37149,37089
37161,37089
17177,55065
55049,55065
55045,55065
18171,18045
18107,18045
18157,18045
27097,27009
27095,27009
18109,18013
18005,18013
18081,18013
47059,47063
47073,47063
21121,21125
21203,21125
21109,21125
21051,21125
21005,21211
21103,21211
21073,21211
21239,21005
21073,21005
17177,17141
17037,17141
17201,17141
17007,17141
21013,21121
21051,21121
21079,21203
21109,21203
21151,21203
55045,17177
17201,17177
18007,17075
17091,17075
18111,17075
21051,21013
51105,21013
21095,21013
21131,21013
38067,38099
27089,38099
45019,45035
45015,45035
18063,18109
18081,18109
18097,18109
18007,18171
18157,18171
21113,21079
21151,21079
37149,45083
45087,45083
45021,45083
37161,45083
17093,17063
17091,17063
17197,17063
27095,27097
27035,27097
27021,27097
27163,27003
27059,27003
27025,27003
55093,27163
55109,27163
27025,27163
55095,27163
27057,27159
27021,27159
37115,37021
37161,37021
37199,37021
37111,37021
55109,55093
55091,55093
55033,55093
45079,45017
45027,45017
45085,45017
18063,18107
18157,18107
18011,18107
18023,18107
47059,37115
37199,37115
47171,37115
37161,37149
21103,21223
18077,21223
21041,21223
45039,45087
45021,45087
45023,45087
45091,45087
21239,21113
21151,21113
21067,21113
21073,21239
21067,21239
21209,21239
18011,18063
18097,18063
45015,45019
45043,45019
18079,18005
18081,18005
18145,18005
18031,18005
21073,21103
21041,21103
21187,21103
55045,55049
55103,55049
55111,55049
55025,55049
47073,47067
51105,47067
51169,47067
27119,27087
27029,27087
18079,18077
21041,18077
18155,18077
18137,18077
21187,21073
21209,21073
55063,55123
55103,55123
55081,55123
55111,55123
55057,55123
18031,18079
18137,18079
17037,17093
17197,17093
17089,17093
17043,17093
21151,21109
21051,21109
21065,21109
21189,21109
21129,21109
17201,17037
17089,17037
17007,17037
17111,17037
27125,27119
27029,27119
27113,27119
27089,27119
47073,47059
47171,47059
47179,47059
18157,18007
18111,18007
18181,18007
18073,18007
27095,27059
27025,27059
27065,27059
27115,27059
55091,55011
55121,55011
55035,55011
45039,45079
45085,45079
45055,45079
18097,18081
18145,18081
17197,17091
18111,17091
18089,17091
21067,21151
21065,21151
21049,21151
55121,55063
55081,55063
55053,55063
17201,55045
55105,55045
55025,55045
21131,21051
21189,21051
21193,21051
55111,55103
17007,17201
55105,17201
45023,45039
45055,45039
45057,45039
55033,55109
55095,55109
55005,55109
27035,27095
27065,27095
27001,27095
21187,21041
18155,21041
21077,21041
47179,47073
51169,47073
47163,47073
18023,18157
18181,18157
18015,18157
21209,21067
21049,21067
21017,21067
55033,55091
55035,55091
21095,51105
51169,51105
51195,51105
37161,45021
37045,45021
45091,45021
37111,37161
37045,37161
37023,37161
18097,18011
18023,18011
18057,18011
27089,38067
27069,38067
17043,17197
18089,17197
17031,17197
21209,21187
21077,21187
21081,21187
55053,55121
55035,55121
27065,27025
55095,27025
27115,27025
55013,27025
21131,21095
21193,21095
21133,21095
51195,21095
18145,18097
18057,18097
18059,18097
37111,37199
47171,37199
37121,37199
18073,18111
18089,18111
45027,45015
45089,45015
45043,45015
21017,21209
21081,21209
21097,21209
21193,21131
21049,21065
21129,21065
21197,21065
27113,27125
21129,21189
21193,21189
21025,21189
18031,18145
18059,18145
18139,18145
17043,17089
17111,17089
17031,17089
37121,37111
37023,37111
37011,37111
45091,45023
45057,45023
47179,47171
37121,47171
47019,47171
55105,17007
17111,17007
55127,17007
18137,18155
21077,18155
18115,18155
21015,18155
27029,27057
27021,27057
27007,27057
27021,27035
27001,27035
18137,18031
18139,18031
18047,18031
45085,45027
45089,45027
45041,45027
21197,21049
21017,21049
21173,21049
27115,27065
27001,27065
18115,18137
18029,18137
18047,18137
45055,45085
45061,45085
45041,45085
47019,47179
47163,47179
18057,18023
18015,18023
18159,18023
18067,18023
21081,21077
21015,21077
21197,21129
21025,21129
21237,21129
55095,55033
55035,55033
55005,55033
55017,55033
55053,55081
55057,55081
55025,55105
55127,55105
55055,55105
45091,37045
37023,37045
37071,37045
37109,37045
47019,37121
37011,37121
55025,55111
55057,55111
55021,55111
55001,55111
27113,27029
27007,27029
18029,18115
21015,18115
17031,17043
18073,18181
18015,18181
18131,18181
18017,18181
21173,21197
21237,21197
21165,21197
21097,21017
21173,21017
21181,21017
21011,21017
45057,45091
37071,45091
37119,45091
55005,55095
55013,55095
27089,27113
27007,27113
18089,18073
18131,18073
18127,18073
18149,18073
18091,18073
21097,21081
21015,21081
21191,21081
21117,21081
45061,45055
45057,45055
45031,45055
45025,45055
55021,55025
55055,55025
55027,55025
21025,21193
21133,21193
21119,21193
18059,18057
18159,18057
18095,18057
18139,18059
18095,18059
18065,18059
18067,18015
18017,18015
27069,27089
27007,27089
27135,27089
27001,27021
27007,27021
27061,27021
21181,21097
21191,21097
21201,21097
21023,21097
21181,21173
21165,21173
21011,21173
55127,17111
17031,17111
17097,17111
55059,17111
47163,51169
51195,51169
51191,51169
51167,51169
55035,55053
55057,55053
55019,55053
55141,55053
18047,18139
18041,18139
18065,18139
21015,18029
18047,18029
39061,18029
39017,18029
37011,37023
37109,37023
37027,37023
37035,37023
55017,55035
55019,55035
21237,21025
21119,21025
21153,21025
21117,21015
39061,21015
27135,27069
17031,18089
18127,18089
45041,45061
45031,45061
37119,45057
37179,45057
45025,45057
37011,47019
47163,47019
47091,47019
21165,21237
21153,21237
21175,21237
37027,37011
37189,37011
47091,37011
47091,47163
51191,47163
18067,18159
18095,18159
18053,18159
51195,21133
21119,21133
21195,21133
21011,21181
21201,21181
21069,21181
37109,37071
37119,37071
21117,21191
21037,21191
21023,21191
39025,21191
45043,45089
45041,45089
45067,45089
18041,18047
39061,18047
18161,18047
39017,18047
55021,55057
55001,55057
55141,55057
21011,21165
21175,21165
21205,21165
21037,21117
39061,21117
51051,51195
51167,51195
21195,51195
55055,55127
55133,55127
55059,55127
55101,55127
21069,21011
21205,21011
18017,18067
18103,18067
18053,18067
18127,17031
17097,17031
26021,17031
21153,21119
21071,21119
21195,21119
27001,27115
55013,27115
27017,27115
55031,27115
18017,18131
18149,18131
18049,18131
18099,18131
21023,21201
21069,21201
21161,21201
37035,37109
37119,37109
37097,37109
27017,27001
27061,27001
27137,27001
18065,18041
18161,18041
18177,18041
18103,18017
18049,18017
18065,18095
18035,18095
18053,18095
55013,55005
55017,55005
55129,55005
55107,55005
55113,55005
55129,55013
55031,55013
18035,18065
